triangle,i,j,k
3216,595,596,589
3217,595,589,589
3218,603,604,592
3219,603,592,592
3220,595,596,604
3221,595,604,603
3222,596,589,592
3223,596,592,604
3224,589,589,592
3225,589,592,592
3226,589,595,603
3227,589,603,592
3228,596,597,589
3229,596,589,589
3230,604,605,592
3231,604,592,592
3232,596,597,605
3233,596,605,604
3234,597,589,592
3235,597,592,605
3236,589,589,592
3237,589,592,592
3238,589,596,604
3239,589,604,592
3240,597,598,589
3241,597,589,590
3242,605,606,592
3243,605,592,593
3244,597,598,606
3245,597,606,605
3246,598,589,592
3247,598,592,606
3248,589,590,593
3249,589,593,592
3250,590,597,605
3251,590,605,593
3252,598,599,590
3253,598,590,591
3254,606,607,593
3255,606,593,594
3256,598,599,607
3257,598,607,606
3258,599,590,593
3259,599,593,607
3260,590,591,594
3261,590,594,593
3262,591,598,606
3263,591,606,594
3264,599,600,591
3265,599,591,591
3266,607,608,594
3267,607,594,594
3268,599,600,608
3269,599,608,607
3270,600,591,594
3271,600,594,608
3272,591,591,594
3273,591,594,594
3274,591,599,607
3275,591,607,594
3276,600,601,591
3277,600,591,591
3278,608,609,594
3279,608,594,594
3280,600,601,609
3281,600,609,608
3282,601,591,594
3283,601,594,609
3284,591,591,594
3285,591,594,594
3286,591,600,608
3287,591,608,594
3288,601,602,591
3289,601,591,590
3290,609,610,594
3291,609,594,593
3292,601,602,610
3293,601,610,609
3294,602,591,594
3295,602,594,610
3296,591,590,593
3297,591,593,594
3298,590,601,609
3299,590,609,593
3300,602,595,590
3301,602,590,589
3302,610,603,593
3303,610,593,592
3304,602,595,603
3305,602,603,610
3306,595,590,593
3307,595,593,603
3308,590,589,592
3309,590,592,593
3310,589,602,610
3311,589,610,592
3312,445,446,465
3313,445,465,466
3314,451,452,469
3315,451,469,470
3316,445,446,452
3317,445,452,451
3318,446,465,469
3319,446,469,452
3320,465,466,470
3321,465,470,469
3322,466,445,451
3323,466,451,470
3324,446,447,466
3325,446,466,467
3326,452,453,470
3327,452,470,471
3328,446,447,453
3329,446,453,452
3330,447,466,470
3331,447,470,453
3332,466,467,471
3333,466,471,470
3334,467,446,452
3335,467,452,471
3336,447,448,467
3337,447,467,468
3338,453,454,471
3339,453,471,472
3340,447,448,454
3341,447,454,453
3342,448,467,471
3343,448,471,454
3344,467,468,472
3345,467,472,471
3346,468,447,453
3347,468,453,472
3348,448,419,468
3349,448,468,420
3350,454,422,472
3351,454,472,423
3352,448,419,422
3353,448,422,454
3354,419,468,472
3355,419,472,422
3356,468,420,423
3357,468,423,472
3358,420,448,454
3359,420,454,423
3360,445,465,444
3361,445,444,457
3362,451,469,450
3363,451,450,461
3364,445,465,469
3365,445,469,451
3366,465,444,450
3367,465,450,469
3368,444,457,461
3369,444,461,450
3370,457,445,451
3371,457,451,461
3372,465,466,457
3373,465,457,458
3374,469,470,461
3375,469,461,462
3376,465,466,470
3377,465,470,469
3378,466,457,461
3379,466,461,470
3380,457,458,462
3381,457,462,461
3382,458,465,469
3383,458,469,462
3384,466,467,458
3385,466,458,459
3386,470,471,462
3387,470,462,463
3388,466,467,471
3389,466,471,470
3390,467,458,462
3391,467,462,471
3392,458,459,463
3393,458,463,462
3394,459,466,470
3395,459,470,463
3396,467,468,459
3397,467,459,460
3398,471,472,463
3399,471,463,464
3400,467,468,472
3401,467,472,471
3402,468,459,463
3403,468,463,472
3404,459,460,464
3405,459,464,463
3406,460,467,471
3407,460,471,464
3408,468,420,460
3409,468,460,421
3410,472,423,464
3411,472,464,424
3412,468,420,423
3413,468,423,472
3414,420,460,464
3415,420,464,423
3416,460,421,424
3417,460,424,464
3418,421,468,472
3419,421,472,424
3420,421,344,619
3421,421,619,620
3422,424,361,629
3423,424,629,630
3424,421,344,361
3425,421,361,424
3426,344,619,629
3427,344,629,361
3428,619,620,630
3429,619,630,629
3430,620,421,424
3431,620,424,630
3432,344,345,620
3433,344,620,621
3434,361,362,630
3435,361,630,631
3436,344,345,362
3437,344,362,361
3438,345,620,630
3439,345,630,362
3440,620,621,631
3441,620,631,630
3442,621,344,361
3443,621,361,631
3444,345,346,621
3445,345,621,622
3446,362,363,631
3447,362,631,632
3448,345,346,363
3449,345,363,362
3450,346,621,631
3451,346,631,363
3452,621,622,632
3453,621,632,631
3454,622,345,362
3455,622,362,632
3456,346,443,622
3457,346,622,623
3458,363,449,632
3459,363,632,633
3460,346,443,449
3461,346,449,363
3462,443,622,632
3463,443,632,449
3464,622,623,633
3465,622,633,632
3466,623,346,363
3467,623,363,633
3468,443,444,623
3469,443,623,624
3470,449,450,633
3471,449,633,634
3472,443,444,450
3473,443,450,449
3474,444,623,633
3475,444,633,450
3476,623,624,634
3477,623,634,633
3478,624,443,449
3479,624,449,634
3480,444,457,624
3481,444,624,625
3482,450,461,634
3483,450,634,635
3484,444,457,461
3485,444,461,450
3486,457,624,634
3487,457,634,461
3488,624,625,635
3489,624,635,634
3490,625,444,450
3491,625,450,635
3492,457,458,625
3493,457,625,626
3494,461,462,635
3495,461,635,636
3496,457,458,462
3497,457,462,461
3498,458,625,635
3499,458,635,462
3500,625,626,636
3501,625,636,635
3502,626,457,461
3503,626,461,636
3504,458,459,626
3505,458,626,627
3506,462,463,636
3507,462,636,637
3508,458,459,463
3509,458,463,462
3510,459,626,636
3511,459,636,463
3512,626,627,637
3513,626,637,636
3514,627,458,462
3515,627,462,637
3516,459,460,627
3517,459,627,628
3518,463,464,637
3519,463,637,638
3520,459,460,464
3521,459,464,463
3522,460,627,637
3523,460,637,464
3524,627,628,638
3525,627,638,637
3526,628,459,463
3527,628,463,638
3528,460,421,628
3529,460,628,619
3530,464,424,638
3531,464,638,629
3532,460,421,424
3533,460,424,464
3534,421,628,638
3535,421,638,424
3536,628,619,629
3537,628,629,638
3538,619,460,464
3539,619,464,629
3540,619,620,611
3541,619,611,611
3542,629,630,615
3543,629,615,615
3544,619,620,630
3545,619,630,629
3546,620,611,615
3547,620,615,630
3548,611,611,615
3549,611,615,615
3550,611,619,629
3551,611,629,615
3552,620,621,611
3553,620,611,611
3554,630,631,615
3555,630,615,615
3556,620,621,631
3557,620,631,630
3558,621,611,615
3559,621,615,631
3560,611,611,615
3561,611,615,615
3562,611,620,630
3563,611,630,615
3564,621,622,611
3565,621,611,612
3566,631,632,615
3567,631,615,616
3568,621,622,632
3569,621,632,631
3570,622,611,615
3571,622,615,632
3572,611,612,616
3573,611,616,615
3574,612,621,631
3575,612,631,616
3576,622,623,612
3577,622,612,613
3578,632,633,616
3579,632,616,617
3580,622,623,633
3581,622,633,632
3582,623,612,616
3583,623,616,633
3584,612,613,617
3585,612,617,616
3586,613,622,632
3587,613,632,617
3588,623,624,613
3589,623,613,614
3590,633,634,617
3591,633,617,618
3592,623,624,634
3593,623,634,633
3594,624,613,617
3595,624,617,634
3596,613,614,618
3597,613,618,617
3598,614,623,633
3599,614,633,618
3600,624,625,614
3601,624,614,614
3602,634,635,618
3603,634,618,618
3604,624,625,635
3605,624,635,634
3606,625,614,618
3607,625,618,635
3608,614,614,618
3609,614,618,618
3610,614,624,634
3611,614,634,618
3612,625,626,614
3613,625,614,614
3614,635,636,618
3615,635,618,618
3616,625,626,636
3617,625,636,635
3618,626,614,618
3619,626,618,636
3620,614,614,618
3621,614,618,618
3622,614,625,635
3623,614,635,618
3624,626,627,614
3625,626,614,613
3626,636,637,618
3627,636,618,617
3628,626,627,637
3629,626,637,636
3630,627,614,618
3631,627,618,637
3632,614,613,617
3633,614,617,618
3634,613,626,636
3635,613,636,617
3636,627,628,613
3637,627,613,612
3638,637,638,617
3639,637,617,616
3640,627,628,638
3641,627,638,637
3642,628,613,617
3643,628,617,638
3644,613,612,616
3645,613,616,617
3646,612,627,637
3647,612,637,616
3648,628,619,612
3649,628,612,611
3650,638,629,616
3651,638,616,615
3652,628,619,629
3653,628,629,638
3654,619,612,616
3655,619,616,629
3656,612,611,615
3657,612,615,616
3658,611,628,638
3659,611,638,615
3660,206,189,347
3661,330,170,350
3662,206,189,170
3663,206,170,330
3664,189,347,350
3665,189,350,170
3666,347,206,330
3667,347,330,350
3668,189,190,330
3669,189,330,331
3670,170,175,350
3671,170,350,351
3672,189,190,175
3673,189,175,170
3674,190,330,350
3675,190,350,175
3676,330,331,351
3677,330,351,350
3678,331,189,170
3679,331,170,351
3680,190,191,331
3681,190,331,332
3682,175,209,351
3683,175,351,352
3684,190,191,209
3685,190,209,175
3686,191,331,351
3687,191,351,209
3688,331,332,352
3689,331,352,351
3690,332,190,175
3691,332,175,352
3692,191,192,332
3693,191,332,333
3694,209,210,352
3695,209,352,353
3696,191,192,210
3697,191,210,209
3698,192,332,352
3699,192,352,210
3700,332,333,353
3701,332,353,352
3702,333,191,209
3703,333,209,353
3704,192,193,333
3705,192,333,334
3706,210,211,353
3707,210,353,354
3708,192,193,211
3709,192,211,210
3710,193,333,353
3711,193,353,211
3712,333,334,354
3713,333,354,353
3714,334,192,210
3715,334,210,354
3716,193,194,334
3717,193,334,335
3718,211,212,354
3719,211,354,355
3720,193,194,212
3721,193,212,211
3722,194,334,354
3723,194,354,212
3724,334,335,355
3725,334,355,354
3726,335,193,211
3727,335,211,355
3728,194,195,335
3729,194,335,336
3730,212,213,355
3731,212,355,356
3732,194,195,213
3733,194,213,212
3734,195,335,355
3735,195,355,213
3736,335,336,356
3737,335,356,355
3738,336,194,212
3739,336,212,356
3740,195,196,336
3741,195,336,337
3742,213,214,356
3743,213,356,357
3744,195,196,214
3745,195,214,213
3746,196,336,356
3747,196,356,214
3748,336,337,357
3749,336,357,356
3750,337,195,213
3751,337,213,357
3752,196,197,337
3753,196,337,338
3754,214,215,357
3755,214,357,358
3756,196,197,215
3757,196,215,214
3758,197,337,357
3759,197,357,215
3760,337,338,358
3761,337,358,357
3762,338,196,214
3763,338,214,358
3764,197,200,338
3765,341,215,358
3766,197,200,215
3767,197,215,341
3768,200,338,358
3769,200,358,215
3770,338,197,341
3771,338,341,358
3772,200,201,341
3773,200,341,342
3774,215,216,358
3775,215,358,359
3776,200,201,216
3777,200,216,215
3778,201,341,358
3779,201,358,216
3780,341,342,359
3781,341,359,358
3782,342,200,215
3783,342,215,359
3784,201,202,342
3785,201,342,343
3786,216,217,359
3787,216,359,360
3788,201,202,217
3789,201,217,216
3790,202,342,359
3791,202,359,217
3792,342,343,360
3793,342,360,359
3794,343,201,216
3795,343,216,360
3796,202,203,343
3797,202,343,344
3798,217,218,360
3799,217,360,361
3800,202,203,218
3801,202,218,217
3802,203,343,360
3803,203,360,218
3804,343,344,361
3805,343,361,360
3806,344,202,217
3807,344,217,361
3808,203,204,344
3809,203,344,345
3810,218,219,361
3811,218,361,362
3812,203,204,219
3813,203,219,218
3814,204,344,361
3815,204,361,219
3816,344,345,362
3817,344,362,361
3818,345,203,218
3819,345,218,362
3820,204,205,345
3821,204,345,346
3822,219,171,362
3823,219,362,363
3824,204,205,171
3825,204,171,219
3826,205,345,362
3827,205,362,171
3828,345,346,363
3829,345,363,362
3830,346,204,219
3831,346,219,363
3832,205,206,346
3833,205,346,347
3834,171,170,363
3835,171,363,350
3836,205,206,170
3837,205,170,171
3838,206,346,363
3839,206,363,170
3840,346,347,350
3841,346,350,363
3842,347,205,171
3843,347,171,350
3844,197,198,338
3845,197,338,339
3846,200,208,341
3847,200,341,349
3848,197,198,208
3849,197,208,200
3850,198,338,341
3851,198,341,208
3852,338,339,349
3853,338,349,341
3854,339,197,200
3855,339,200,349
3856,198,199,339
3857,198,339,340
3858,208,207,349
3859,208,349,348
3860,198,199,207
3861,198,207,208
3862,199,339,349
3863,199,349,207
3864,339,340,348
3865,339,348,349
3866,340,198,208
3867,340,208,348
3868,199,189,340
3869,199,340,330
3870,207,206,348
3871,207,348,347
3872,199,189,206
3873,199,206,207
3874,189,340,348
3875,189,348,206
3876,340,330,347
3877,340,347,348
3878,330,199,207
3879,330,207,347
